-5.000000000000	0.283662185463
-4.670000000000	-0.042376287257
-4.340000000000	-0.363841709677
-4.010000000000	-0.646043040135
-3.680000000000	-0.858526433742
-3.350000000000	-0.978361678582
-3.020000000000	-0.992616716706
-2.690000000000	-0.899753211214
-2.360000000000	-0.709792556362
-2.030000000000	-0.443234415666
-1.700000000000	-0.128844494296
-1.370000000000	0.199449720998
-1.040000000000	0.506220257233
-0.710000000000	0.758361875991
-0.380000000000	0.928664635577
-0.050000000000	0.998750260395
0.280000000000	0.961055438311
0.610000000000	0.819648017845
0.940000000000	0.589788025031
1.270000000000	0.296280872925
1.600000000000	-0.029199522301
1.930000000000	-0.351528841941
2.260000000000	-0.635922816594
2.590000000000	-0.851690981487
2.920000000000	-0.975548647581
3.250000000000	-0.994129676081
3.580000000000	-0.905428889480
3.910000000000	-0.719018460923
4.240000000000	-0.455014930143
4.570000000000	-0.141908320784
4.900000000000	0.186512369423
